record_type,event_id,event_name,generated_at,scheduled_date,tour,surface,best_of,fav_player_id,fav_name,fav_final_win_pct,fav_sim_win_pct,fav_elo_win_pct,fav_elo_rank,fav_elo_percentile,fav_serve_percentile,fav_return_percentile,fav_low_sample,fav_proj_games_won,fav_proj_games_lost,fav_proj_aces,fav_proj_dfs,fav_proj_1stIn_pct,fav_proj_1stWon_pct,fav_proj_2ndWon_pct,fav_proj_ret_won_pct,fav_proj_bp_faced,fav_proj_bp_saved,fav_ml_odds,fav_ml_book,fav_chart_elo_overall_pctile,fav_chart_elo_overall_rank,fav_chart_elo_overall_rank_qualified,fav_chart_elo_surface_rank,fav_chart_elo_surface_rank_qualified,tour_pool_size,fav_chart_elo_surface_pctile,fav_chart_svc_games_won_pctile,fav_chart_ret_games_won_pctile,fav_chart_aces_per_match_pctile,fav_chart_dfs_per_match_pctile,fav_chart_1st_serve_won_pctile,fav_chart_2nd_serve_won_pctile,fav_chart_bp_saved_pctile,fav_chart_sample_svpt,dog_player_id,dog_name,dog_final_win_pct,dog_sim_win_pct,dog_elo_win_pct,dog_elo_rank,dog_elo_percentile,dog_serve_percentile,dog_return_percentile,dog_low_sample,dog_proj_games_won,dog_proj_games_lost,dog_proj_aces,dog_proj_dfs,dog_proj_1stIn_pct,dog_proj_1stWon_pct,dog_proj_2ndWon_pct,dog_proj_ret_won_pct,dog_proj_bp_faced,dog_proj_bp_saved,dog_ml_odds,dog_ml_book,dog_chart_elo_overall_pctile,dog_chart_elo_overall_rank,dog_chart_elo_overall_rank_qualified,dog_chart_elo_surface_rank,dog_chart_elo_surface_rank_qualified,dog_chart_elo_surface_pctile,dog_chart_svc_games_won_pctile,dog_chart_ret_games_won_pctile,dog_chart_aces_per_match_pctile,dog_chart_dfs_per_match_pctile,dog_chart_1st_serve_won_pctile,dog_chart_2nd_serve_won_pctile,dog_chart_bp_saved_pctile,dog_chart_sample_svpt,proj_total_games,proj_total_games_raw,market_total_line,market_total_over_odds,market_total_under_odds,market_spread_line,market_spread_fav_odds,market_spread_dog_odds,hard_low_sample_flag,market,pick_side,pick_odds,pick_book,fav_odds,fav_model_prob,fav_market_prob,dog_odds,dog_model_prob,dog_market_prob,line,edge,grade,meets_threshold
BESTBET,236745290,,,,,,,,Mariano Navone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Blockx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Mariano Navone,117.0,DraftKings,117.0,0.48970846098935705,0.4391751459398891,-143.0,0.510291539010643,0.5608248540601111,,0.027563626390618882,D,False
BESTBET,236745290,,,,,,,,Mariano Navone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Blockx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Alexander Blockx +3.5,-350.0,DraftKings,220.0,0.243,0.2866242038216561,-350.0,0.757,0.7133757961783439,3.5,0.00969426751592358,D,False
BESTBET,236745290,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-225.0,DraftKings,-225.0,0.6496,0.6338028169014084,150.0,0.35040000000000004,0.3661971830985916,20.5,0.002747336191059423,D,False
MATCH,236745300,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T16:10:00Z,ATP,Hard,3.0,78918.0,Novak Djokovic,0.7916,0.8247780189961806,0.8093,3.0,99.6,92.0,73.6,False,13.894,10.222,5.73,2.05,0.6542,0.7623,0.5485,0.3633,2.167,1.637,-388.0,BetanoBR,99.4,4.0,True,3.0,True,497.0,99.6,96.4,73.6,75.3,61.2,92.0,88.9,26.7,3757.0,84582.0,Thiago Agustin Tirante,0.2084,0.17522198100381936,0.1907,58.0,88.5,81.1,80.5,False,10.222,13.894,9.74,2.22,0.5988,0.7393,0.5552,0.3722,5.92,3.807,295.0,Caesars,88.7,57.0,True,59.0,True,88.3,87.0,80.5,95.0,65.2,81.1,91.8,19.7,1799.0,22.9,23.31,22.5,-105.0,-133.0,3.5,-140.0,-100.0,False,,,,,,,,,,,,,,
BESTBET,236745300,,,,,,,,Novak Djokovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiago Agustin Tirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Novak Djokovic,-388.0,DraftKings,-388.0,0.7916327984716626,0.7584875779471445,295.0,0.20836720152833743,0.2415124220528556,,0.018079211195191677,D,False
BESTBET,236745300,,,,,,,,Novak Djokovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiago Agustin Tirante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Novak Djokovic -3.5,-140.0,DraftKings,-140.0,0.5981,0.5,0.0,0.40190000000000003,0.5,3.5,0.02180000000000002,D,False
BESTBET,236745300,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 22.5,-132.5,DraftKings,-105.0,0.3826,0.47333979641299084,-132.5,0.6174,0.5266602035870092,22.5,0.015780834158781006,D,False
MATCH,236745310,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T15:00:00Z,WTA,Hard,3.0,77370.0,Cristina Bucsa,0.5186,0.5372586064703153,0.537,81.0,86.4,64.4,85.5,False,12.309,11.868,1.02,3.25,0.6835,0.6151,0.4246,0.4477,11.409,5.922,-115.0,Caesars,85.4,87.0,True,76.0,True,588.0,87.2,66.0,85.5,26.4,69.1,64.4,47.0,14.7,4049.0,79414.0,Maja Chwalinska,0.4814,0.4627413935296847,0.463,97.0,83.7,42.1,79.7,False,11.868,12.309,1.67,3.13,0.7739,0.5879,0.5147,0.4418,11.601,5.901,-118.0,BetanoBR,83.8,96.0,True,95.0,True,84.0,80.5,79.7,37.5,71.6,42.1,92.7,20.4,1115.0,21.98,22.46,21.5,-118.0,-120.0,0.5,-115.0,-125.0,False,,,,,,,,,,,,,,
BESTBET,236745310,,,,,,,,Cristina Bucsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maja Chwalinska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Cristina Bucsa,-118.0,Caesars,-118.0,0.5186293032351577,0.5,-118.0,0.48137069676484234,0.5,,0.010161438128267811,D,False
BESTBET,236745310,,,,,,,,Cristina Bucsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maja Chwalinska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Cristina Bucsa -0.5,-115.0,Caesars,-115.0,0.5182,0.490521327014218,-125.0,0.4818,0.509478672985782,0.5,0.006150816219062636,D,False
BESTBET,236745310,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 21.5,-115.0,BetMGM,-115.0,0.5105,0.4951076320939334,-120.0,0.48950000000000005,0.5048923679060666,21.5,0.002676933548881143,D,False
MATCH,236745520,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T19:20:00Z,ATP,Hard,3.0,77478.0,Tomas Martin Etcheverry,0.448,0.5109891519083587,0.5056,51.0,89.9,79.3,52.5,False,14.022,13.727,7.69,1.61,0.662,0.7361,0.5307,0.3456,3.63,2.616,148.0,DraftKings,90.3,49.0,True,53.0,True,497.0,89.5,88.4,52.5,82.7,89.2,79.3,79.8,47.8,3752.0,83260.0,Terence Atmane,0.552,0.4890108480916413,0.4944,64.0,87.3,86.7,27.0,False,13.727,14.022,8.23,2.75,0.6178,0.7504,0.4836,0.3229,3.891,2.771,-181.0,BetanoBR,86.7,67.0,True,58.0,True,88.5,76.3,27.0,86.1,52.5,86.7,42.9,73.3,4135.0,24.93,25.36,24.5,-117.5,-125.0,2.5,245.0,-400.0,False,,,,,,,,,,,,,,
BESTBET,236745520,,,,,,,,Tomas Martin Etcheverry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terence Atmane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Tomas Martin Etcheverry,148.0,DraftKings,148.0,0.44799197278653535,0.384994793664712,-181.0,0.5520080272134646,0.6150052063352881,,0.03436209770281273,C,False
BESTBET,236745520,,,,,,,,Tomas Martin Etcheverry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terence Atmane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Tomas Martin Etcheverry -2.5,245.0,DraftKings,245.0,0.3232,0.26595744680851063,-400.0,0.6768000000000001,0.7340425531914894,2.5,0.012720567375886511,D,False
BESTBET,236745520,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 24.5,-125.0,DraftKings,-117.5,0.478,0.493006993006993,-125.0,0.522,0.506993006993007,24.5,0.0026099118273031374,D,False
MATCH,236746180,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T17:20:00Z,ATP,Hard,3.0,116009.0,Luciano Darderi,0.5819,0.5579977536426964,0.5545,37.0,92.8,70.3,69.0,False,13.258,12.558,7.19,2.88,0.6092,0.7197,0.484,0.3595,5.721,3.776,-174.0,SportingBet,93.0,36.0,True,44.0,True,497.0,91.3,59.4,69.0,76.2,49.2,70.3,43.5,31.2,4292.0,86935.0,Rinky Hijikata,0.4181,0.44200224635730356,0.4455,62.0,87.7,51.3,72.2,False,12.558,13.258,4.96,2.66,0.6049,0.6908,0.5082,0.3627,6.32,4.067,142.0,Caesars,87.3,64.0,True,62.0,True,87.7,52.5,72.2,51.9,55.7,51.3,62.4,28.1,4337.0,22.08,23.67,20.5,-215.0,140.0,3.5,120.0,-175.0,False,,,,,,,,,,,,,,
BESTBET,236746180,,,,,,,,Luciano Darderi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rinky Hijikata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Rinky Hijikata,142.0,Caesars,-174.0,0.5818992623884771,0.6058007711342579,142.0,0.4181007376115229,0.3941992288657421,,0.0130371865886077,D,False
BESTBET,236746180,,,,,,,,Luciano Darderi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rinky Hijikata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Rinky Hijikata +3.5,-175.0,DraftKings,120.0,0.3077,0.4166666666666667,-175.0,0.6923,0.5833333333333333,3.5,0.024214814814814842,D,False
BESTBET,236746180,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 20.5,140.0,DraftKings,-215.0,0.6178,0.6209386281588447,140.0,0.3822,0.3790613718411553,20.5,0.00054584837545127,D,False
MATCH,236746530,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T16:10:00Z,ATP,Hard,3.0,185140.0,Jakub Mensik,0.7201,0.704496900409999,0.6877,28.0,94.6,96.8,77.1,False,13.938,11.286,10.11,3.62,0.6044,0.7853,0.4801,0.3677,3.588,2.576,-337.0,BetanoBR,94.0,31.0,True,26.0,True,497.0,95.0,86.4,77.1,97.3,21.2,96.8,41.2,23.2,4542.0,78503.0,Mattia Bellucci,0.2799,0.295503099590001,0.3123,103.0,79.5,51.0,47.1,False,11.286,13.938,6.69,3.02,0.6412,0.6902,0.4962,0.3411,6.164,3.992,261.0,DraftKings,80.7,97.0,True,111.0,True,77.9,54.5,47.1,73.2,43.1,51.0,52.7,53.1,3256.0,23.16,23.81,22.5,-105.0,-134.0,3.5,-139.0,-105.0,False,,,,,,,,,,,,,,
BESTBET,236746530,,,,,,,,Jakub Mensik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattia Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Mattia Bellucci,261.0,DraftKings,-337.0,0.7201101071049192,0.7357233137998392,261.0,0.2798898928950808,0.2642766862001609,,0.008516294560865485,D,False
BESTBET,236746530,,,,,,,,Jakub Mensik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattia Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Mattia Bellucci +3.5,-105.0,DraftKings,-135.0,0.4874,0.5286532951289399,-105.0,0.5126,0.4713467048710601,3.5,0.009167398917542209,D,False
BESTBET,236746530,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 22.5,-105.0,DraftKings,-105.0,0.4807,0.4721368178324366,-134.0,0.5193,0.5278631821675634,22.5,0.001489249072619733,D,False
MATCH,236746630,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T17:00:00Z,WTA,Hard,3.0,113441.0,Linda Noskova,0.7035,0.6647873253387488,0.6577,9.0,98.6,94.5,35.1,False,13.049,10.746,6.56,5.36,0.632,0.684,0.5064,0.3966,8.948,5.106,-400.0,BetanoBR,98.6,9.0,True,15.0,True,588.0,97.6,97.4,35.1,96.9,17.4,94.5,90.6,65.1,4742.0,77059.0,Katie Boulter,0.2965,0.33521267466125115,0.3423,51.0,91.5,62.8,89.5,False,10.746,13.049,2.42,6.07,0.6316,0.6131,0.4557,0.4538,10.6,5.643,280.0,Caesars,91.5,51.0,True,53.0,True,91.2,66.6,89.5,56.6,8.9,62.8,65.4,10.6,3445.0,21.59,22.69,20.5,-118.0,-118.0,4.5,-125.0,-115.0,False,,,,,,,,,,,,,,
BESTBET,236746630,,,,,,,,Linda Noskova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katie Boulter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Katie Boulter,260.0,Caesars,-400.0,0.7035276832879311,0.7422680412371133,260.0,0.29647231671206886,0.25773195876288657,,0.021131104335917552,D,False
BESTBET,236746630,,,,,,,,Linda Noskova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katie Boulter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Katie Boulter +4.5,-115.0,BetMGM,-125.0,0.3882,0.5094786729857821,-115.0,0.6118,0.4905213270142179,4.5,0.026950816219062687,D,False
BESTBET,236746630,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-115.0,BetMGM,-115.0,0.5816,0.4970261697065821,-118.0,0.4184,0.5029738302934179,20.5,0.014708492224942226,D,False
MATCH,236746640,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T16:10:00Z,WTA,Hard,3.0,80588.0,Anna Kalinskaya,0.578,0.5985530269329864,0.5946,18.0,97.1,76.4,69.8,False,12.649,11.267,2.83,4.31,0.6431,0.6365,0.4604,0.4313,10.44,5.593,-150.0,BetanoBR,97.1,18.0,True,19.0,True,588.0,96.9,82.9,69.8,65.5,37.7,76.4,69.3,30.3,4180.0,81294.0,Caty McNally,0.422,0.4014469730670136,0.4054,38.0,93.7,59.2,81.9,False,11.267,12.649,1.76,3.95,0.726,0.6102,0.4445,0.4441,11.342,5.819,115.0,Caesars,93.7,38.0,True,41.0,True,93.2,75.5,81.9,40.0,48.8,59.2,60.6,18.3,4291.0,22.49,22.49,21.5,-135.0,-110.0,1.5,-127.5,-110.0,False,,,,,,,,,,,,,,
BESTBET,236746640,,,,,,,,Anna Kalinskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caty McNally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Anna Kalinskaya,-150.0,Caesars,-150.0,0.5780375754133958,0.5575221238938053,110.0,0.42196242458660416,0.4424778761061947,,0.01119024628341303,D,False
BESTBET,236746640,,,,,,,,Anna Kalinskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caty McNally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Anna Kalinskaya -1.5,-125.0,BetMGM,-125.0,0.5619,0.5147058823529411,-110.0,0.43810000000000004,0.4852941176470589,1.5,0.01048758169934643,D,False
BESTBET,236746640,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 22.5,-105.0,Caesars,-105.0,0.4875,0.4753937007874017,-130.0,0.5125,0.5246062992125984,22.5,0.002105443341321446,D,False
MATCH,236747560,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T23:00:00Z,ATP,Hard,3.0,636011.0,Rafael Jodar,0.6303,0.5805017265656993,0.5758,22.0,95.8,52.1,87.6,False,13.289,12.293,4.23,2.04,0.6448,0.6919,0.5472,0.3817,6.08,3.937,-249.0,DraftKings,95.2,25.0,True,16.0,True,497.0,97.0,69.2,87.6,40.8,79.1,52.1,88.4,12.6,3594.0,78002.0,Denis Shapovalov,0.3697,0.4194982734343007,0.4242,45.0,91.1,69.4,89.7,False,12.293,13.289,8.92,5.45,0.5956,0.7191,0.4906,0.3867,6.983,4.383,198.0,PaddyPower,89.5,53.0,True,38.0,True,92.6,59.0,89.7,89.3,3.7,69.4,47.6,10.5,4003.0,21.52,23.55,19.5,-240.0,160.0,2.5,-175.0,120.0,False,,,,,,,,,,,,,,
BESTBET,236747560,,,,,,,,Rafael Jodar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Shapovalov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Denis Shapovalov,198.0,PaddyPower,-249.0,0.6303087907268928,0.6801158548880863,198.0,0.36969120927310717,0.3198841451119136,,0.02716748954246919,D,False
BESTBET,236747560,,,,,,,,Rafael Jodar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Shapovalov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Denis Shapovalov +2.5,120.0,DraftKings,-175.0,0.4514,0.5833333333333334,120.0,0.5486,0.41666666666666663,2.5,0.0293185185185185,D,False
BESTBET,236747560,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 19.5,-240.0,DraftKings,-240.0,0.6883,0.6473029045643153,160.0,0.3117,0.3526970954356847,19.5,0.007129929640988633,D,False
MATCH,236753070,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,77935.0,Marie Bouzkova,0.7088,0.6483434206294603,0.642,29.0,95.2,66.4,83.0,False,12.945,10.871,2.37,4.12,0.6867,0.6189,0.4358,0.445,12.155,5.971,-500.0,BetanoUK,96.4,22.0,True,43.0,True,588.0,92.9,72.6,83.0,55.5,43.7,66.4,54.9,17.2,3648.0,79498.0,Lucrezia Stefanini,0.2912,0.35165657937053973,0.358,139.0,76.5,22.7,97.9,False,10.871,12.945,0.37,3.86,0.7493,0.551,0.422,0.4865,13.188,5.982,300.0,BetanoUK,76.0,142.0,True,126.0,True,78.7,32.4,97.9,17.4,50.3,22.7,44.8,2.3,1990.0,21.56,22.63,20.5,-110.0,-120.0,4.5,-138.0,105.0,False,,,,,,,,,,,,,,
BESTBET,236753070,,,,,,,,Marie Bouzkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucrezia Stefanini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Lucrezia Stefanini,300.0,BetanoUK,-500.0,0.7087870949301147,0.7692307692307692,300.0,0.2912129050698853,0.23076923076923073,,0.03296927689126606,C,False
BESTBET,236753070,,,,,,,,Marie Bouzkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucrezia Stefanini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Lucrezia Stefanini +4.5,105.0,BetanoUK,-138.0,0.376,0.5430984833941255,105.0,0.624,0.4569015166058745,4.5,0.03713299630980566,C,False
BESTBET,236753070,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-110.0,BetanoUK,-110.0,0.5882,0.48987854251012153,-120.0,0.41180000000000005,0.5101214574898785,20.5,0.017099383911283184,D,False
MATCH,236753080,"WTA Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-16T16:00:00Z,WTA,Hard,3.0,78867.0,Barbora Krejcikova,0.6503,0.6932018708569399,0.6849,16.0,97.4,97.1,78.2,False,13.034,10.193,4.29,5.46,0.6217,0.6936,0.44,0.44,10.334,5.515,-175.0,SportingBet,97.4,16.0,True,16.0,True,588.0,97.4,93.0,78.2,85.2,15.4,97.1,56.9,22.0,2964.0,115893.0,Sara Bejlek,0.3497,0.30679812914306015,0.3151,91.0,84.7,41.3,96.3,False,10.193,13.034,0.95,3.03,0.6452,0.5869,0.48,0.4763,12.073,5.858,135.0,BetanoBR,85.0,89.0,True,80.0,True,86.6,59.5,96.3,25.8,71.0,41.3,80.4,3.9,2020.0,21.38,22.25,20.5,-118.5,-114.5,3.5,-113.0,-119.0,False,,,,,,,,,,,,,,
BESTBET,236753080,,,,,,,,Barbora Krejcikova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sara Bejlek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Barbora Krejcikova,-188.0,BetanoUK,-188.0,0.6502979745254762,0.6073940781940127,137.0,0.3497020254745238,0.39260592180598725,,0.023402125271707375,D,False
BESTBET,236753080,,,,,,,,Barbora Krejcikova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sara Bejlek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Barbora Krejcikova -3.5,-111.0,BetanoUK,-111.0,0.5612,0.4928711096627016,-118.0,0.43879999999999997,0.5071288903372984,3.5,0.015184197852732974,D,False
BESTBET,236753080,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Over 20.5,-115.0,BetanoUK,-115.0,0.546,0.5,-115.0,0.45399999999999996,0.5,20.5,0.008000000000000007,D,False
MATCH,236753090,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T17:20:00Z,ATP,Hard,3.0,77001.0,Tommy Paul,0.5947,0.5865333681680007,0.573,17.0,96.8,84.3,82.7,False,14.559,13.372,5.84,1.67,0.6142,0.7459,0.5536,0.3743,2.833,2.112,-172.0,BetanoBR,97.2,15.0,True,19.0,True,497.0,96.4,90.5,82.7,66.6,87.1,84.3,90.5,17.5,4362.0,76945.0,Hubert Hurkacz,0.4053,0.4134666318319992,0.427,30.0,94.2,97.6,16.4,False,13.372,14.559,11.1,3.1,0.6249,0.7939,0.4752,0.3062,4.099,2.908,140.0,DraftKings,95.0,26.0,True,36.0,True,93.0,92.0,16.4,97.8,41.4,97.6,38.2,83.8,1684.0,25.21,25.93,24.5,-115.0,-125.0,1.5,-132.5,-107.5,False,,,,,,,,,,,,,,
BESTBET,236753090,,,,,,,,Tommy Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubert Hurkacz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Hubert Hurkacz,140.0,DraftKings,-172.0,0.5946685532428788,0.6028037383177569,140.0,0.4053314467571212,0.397196261682243,,0.004437373677206232,D,False
BESTBET,236753090,,,,,,,,Tommy Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubert Hurkacz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Tommy Paul -1.5,-140.0,DraftKings,-140.0,0.5601,0.5324675324675324,-105.0,0.43989999999999996,0.4675324675324676,1.5,0.0061405483405483855,D,False
BESTBET,236753090,,,,,,,,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Games,Under 24.5,-125.0,DraftKings,-115.0,0.4678,0.490521327014218,-125.0,0.5322,0.509478672985782,24.5,0.003951535132907484,D,False
MATCH,236753100,"ATP Cincinnati, USA  - Round Of 64","Aug 14, 2026 6:01 PM ET",2026-08-15T17:00:00Z,ATP,Hard,3.0,83668.0,Valentin Vacherot,0.6967,0.6746365767723459,0.6548,66.0,86.9,90.7,43.1,False,14.015,11.481,9.25,2.66,0.6672,0.7598,0.5347,0.3378,3.643,2.602,-306.0,BetanoBR,86.1,70.0,True,57.0,True,497.0,88.7,95.7,43.1,94.0,49.2,90.7,83.1,57.0,4071.0,281154.0,Adolfo Daniel Vallejo,0.3033,0.3253634232276541,0.3452,169.0,66.2,36.5,60.0,False,11.481,14.015,4.07,3.93,0.6443,0.6644,0.4369,0.3505,6.124,3.98,239.0,DraftKings,66.4,168.0,True,164.0,False,67.2,27.8,60.0,38.8,20.5,36.5,20.5,40.2,345.0,22.72,23.93,21.5,-134.0,-105.0,2.5,-215.0,140.0,False,,,,,,,,,,,,,,
BESTBET,236753100,,,,,,,,Valentin Vacherot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolfo Daniel Vallejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moneyline,Adolfo Daniel Vallejo,239.0,DraftKings,-306.0,0.6966722867510766,0.7187079967298072,239.0,0.3033277132489234,0.2812920032701927,,0.012019478170216697,D,False
BESTBET,236753100,,,,,,,,Valentin Vacherot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolfo Daniel Vallejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Games Spread,Adolfo Daniel Vallejo +2.5,140.0,DraftKings,-215.0,0.6155,0.6209386281588447,140.0,0.38449999999999995,0.3790613718411553,2.5,0.0012085840352988382,D,False
